,seqnames,start,end,width,strand,Conc,Conc_0.mM,Conc_10.mM,Fold,p.value,FDR
5279,chr15,45573962,45574462,501,*,5.35,4.65,5.82,-1.17,2.65E-05,0.000623
5280,chr12,79990538,79991038,501,*,6.16,5.55,6.58,-1.03,2.65E-05,0.000623
5281,chr9,447610,448110,501,*,6.18,5.64,6.57,-0.93,2.65E-05,0.000623
5282,chr5,127206236,127206736,501,*,5.02,4.25,5.52,-1.27,2.65E-05,0.000623
5283,chr2,84924052,84924552,501,*,6.97,6.53,7.31,-0.78,2.65E-05,0.000624
5284,chr14,96246340,96246840,501,*,5.41,4.7,5.88,-1.18,2.66E-05,0.000624
5286,chr19,6165101,6165601,501,*,5.09,4.31,5.59,-1.28,2.67E-05,0.000628
5287,chr11,44556852,44557352,501,*,6.52,6.01,6.89,-0.88,2.68E-05,0.000628
5288,chr11,117816756,117817256,501,*,5.93,5.38,6.33,-0.96,2.68E-05,0.000629
5289,chr9,125406503,125407626,1124,*,7.27,6.86,7.59,-0.73,2.68E-05,0.000629
5290,chr7,143240479,143240979,501,*,6.78,6.28,7.14,-0.86,2.68E-05,0.000629
5292,chr1,182782210,182782710,501,*,6.1,5.57,6.5,-0.93,2.69E-05,0.000632
5293,chr20,51738830,51739330,501,*,7.24,6.72,7.62,-0.9,2.69E-05,0.000632
5294,chr7,74545094,74545594,501,*,7.56,7.11,7.91,-0.8,2.69E-05,0.000632
5295,chr11,13229093,13229593,501,*,5.4,4.75,5.85,-1.1,2.70E-05,0.000632
5296,chr3,44883193,44883693,501,*,5.4,4.66,5.89,-1.22,2.70E-05,0.000632
5297,chr13,45235994,45236494,501,*,5.35,4.56,5.86,-1.29,2.70E-05,0.000632
5298,chr11,108648171,108648671,501,*,7.63,7.15,8,-0.85,2.70E-05,0.000632
5299,chrX,119500888,119501388,501,*,6.03,5.42,6.45,-1.03,2.70E-05,0.000633
5300,chrX,72107331,72107831,501,*,5.15,4.41,5.64,-1.22,2.71E-05,0.000635
5301,chr10,22824910,22825410,501,*,4.08,2.62,4.79,-2.17,2.71E-05,0.000635
5302,chr17,71473113,71473613,501,*,5.27,4.57,5.74,-1.17,2.71E-05,0.000635
5303,chr12,122917477,122917977,501,*,5.68,5,6.14,-1.14,2.72E-05,0.000636
5304,chr4,23614498,23614998,501,*,6.68,6.16,7.06,-0.9,2.72E-05,0.000636
5307,chr20,19802571,19803071,501,*,7.71,7.26,8.05,-0.78,2.72E-05,0.000637
5308,chr9,20678746,20679246,501,*,4.66,3.79,5.21,-1.41,2.72E-05,0.000637
5309,chr5,169007085,169007585,501,*,6.04,5.4,6.48,-1.08,2.72E-05,0.000637
5310,chr12,123142984,123143484,501,*,5.97,5.4,6.38,-0.98,2.72E-05,0.000637
5311,chr1,59139344,59139844,501,*,5.56,4.94,6,-1.05,2.73E-05,0.000638
5312,chr11,119533907,119534407,501,*,8.27,7.84,8.6,-0.76,2.73E-05,0.000639
5313,chrX,40539266,40539766,501,*,5.6,4.95,6.04,-1.09,2.73E-05,0.000639
5314,chr1,183029473,183029973,501,*,4.56,3.6,5.14,-1.54,2.74E-05,0.000639
5319,chr14,22671512,22672012,501,*,4.72,3.83,5.26,-1.43,2.74E-05,0.000639
5320,chrX,107710930,107711430,501,*,5.17,4.44,5.65,-1.21,2.74E-05,0.000639
5321,chr2,170885324,170885824,501,*,5.28,4.55,5.76,-1.21,2.75E-05,0.00064
5322,chr18,75477866,75478366,501,*,3.08,0.86,3.92,-3.06,2.75E-05,0.00064
5323,chr3,194476843,194477343,501,*,4.93,4.12,5.44,-1.33,2.75E-05,0.000642
5324,chr4,94841525,94842196,672,*,3.48,1.75,4.24,-2.49,2.75E-05,0.000642
5325,chr20,61407530,61408030,501,*,5.44,4.78,5.9,-1.12,2.75E-05,0.000642
5326,chr8,23391864,23392364,501,*,4.53,3.51,5.12,-1.61,2.75E-05,0.000642
5327,chr13,44931145,44931645,501,*,5.62,4.97,6.07,-1.1,2.75E-05,0.000642
5329,chr17,45862068,45862568,501,*,4.92,4.05,5.45,-1.4,2.77E-05,0.000644
5330,chr1,166089710,166090210,501,*,5.03,4.22,5.55,-1.33,2.77E-05,0.000644
5332,chr11,63599128,63599628,501,*,5.92,5.32,6.34,-1.02,2.78E-05,0.000647
5333,chr20,46060388,46060888,501,*,5.45,4.74,5.93,-1.19,2.78E-05,0.000647
5334,chr10,126597923,126598423,501,*,5.62,4.95,6.08,-1.13,2.78E-05,0.000647
5335,chrX,54076835,54077335,501,*,4.23,2.97,4.89,-1.92,2.78E-05,0.000647
5336,chr19,37997933,37998433,501,*,4.96,4.2,5.46,-1.27,2.78E-05,0.000648
5337,chr7,129906652,129907152,501,*,6.7,6.16,7.1,-0.94,2.79E-05,0.000648
5338,chr6,10733347,10733847,501,*,5.72,5.1,6.16,-1.06,2.79E-05,0.000648
5341,chr2,192500756,192501256,501,*,5.15,4.44,5.62,-1.18,2.80E-05,0.00065
5342,chr3,12345133,12345633,501,*,3.94,2.74,4.58,-1.84,2.80E-05,0.00065
5343,chr17,40916402,40916902,501,*,5.27,4.52,5.76,-1.24,2.80E-05,0.00065
5344,chr15,29843612,29844112,501,*,7.54,7.1,7.87,-0.77,2.80E-05,0.000651
5345,chr5,167208827,167209327,501,*,4.55,3.61,5.11,-1.5,2.81E-05,0.000652
5346,chr2,235363724,235364224,501,*,5.75,5.1,6.2,-1.1,2.81E-05,0.000653
5348,chr16,86824370,86824870,501,*,5.1,4.35,5.59,-1.24,2.82E-05,0.000654
5349,chr1,167157082,167157582,501,*,6.32,5.75,6.72,-0.97,2.82E-05,0.000654
5350,chr7,98287099,98288069,971,*,8.13,7.76,8.43,-0.67,2.82E-05,0.000654
5352,chr18,25737594,25738094,501,*,7.46,7.01,7.81,-0.8,2.83E-05,0.000656
5353,chr11,75031232,75031732,501,*,5.94,5.39,6.33,-0.94,2.83E-05,0.000656
5354,chr5,180080733,180081233,501,*,5.51,4.87,5.96,-1.09,2.83E-05,0.000656
5355,chr6,33161079,33161579,501,*,6.8,6.33,7.16,-0.83,2.83E-05,0.000657
5356,chr3,113132559,113133059,501,*,5.17,4.35,5.68,-1.33,2.83E-05,0.000657
5357,chr3,123781055,123781555,501,*,5.66,5.06,6.08,-1.03,2.84E-05,0.000658
5359,chr12,28759254,28759754,501,*,4.12,2.97,4.75,-1.78,2.84E-05,0.000658
5360,chr2,44277538,44278038,501,*,5.23,4.52,5.71,-1.2,2.84E-05,0.000658
5361,chr17,17623113,17623613,501,*,4.69,3.82,5.23,-1.41,2.85E-05,0.00066
5362,chr6,3258623,3259123,501,*,7.99,7.59,8.3,-0.71,2.85E-05,0.00066
5363,chr6,105209978,105210478,501,*,5.21,4.52,5.68,-1.17,2.85E-05,0.00066
5364,chr10,13776929,13777429,501,*,4.75,3.91,5.28,-1.37,2.85E-05,0.00066
5365,chr15,68585413,68585913,501,*,6.09,5.41,6.55,-1.14,2.86E-05,0.000661
5367,chr5,168992593,168993093,501,*,5.87,5.25,6.29,-1.04,2.86E-05,0.000661
5368,chr9,72586658,72587158,501,*,6.07,5.42,6.53,-1.11,2.86E-05,0.000661
5369,chr14,74275115,74275615,501,*,6.07,5.52,6.48,-0.96,2.86E-05,0.000661
5370,chr19,56347697,56348197,501,*,4.63,3.74,5.18,-1.45,2.86E-05,0.000662
5371,chr2,27183390,27183890,501,*,5.03,4.12,5.58,-1.46,2.86E-05,0.000662
5372,chr3,117165710,117166210,501,*,4.36,3.32,4.96,-1.64,2.87E-05,0.000663
5374,chr3,14410592,14411092,501,*,6.88,6.37,7.25,-0.88,2.88E-05,0.000665
5375,chr15,89937664,89938164,501,*,4.71,3.79,5.26,-1.47,2.89E-05,0.000666
5376,chr9,77793851,77794351,501,*,3.8,2.43,4.49,-2.06,2.89E-05,0.000667
5377,chr9,81833592,81834092,501,*,4.46,3.43,5.05,-1.61,2.89E-05,0.000667
5378,chr17,57354645,57355607,963,*,6.85,6.39,7.2,-0.82,2.89E-05,0.000668
5379,chr4,78565940,78566440,501,*,7.86,7.36,8.23,-0.87,2.90E-05,0.000668
5380,chr19,18274791,18275291,501,*,8.42,7.94,8.77,-0.83,2.90E-05,0.000668
5381,chrX,53481993,53482493,501,*,6.94,6.46,7.3,-0.83,2.91E-05,0.000672
5382,chr11,128336118,128336618,501,*,8.38,7.99,8.69,-0.7,2.92E-05,0.000674
5383,chr5,54092883,54093383,501,*,4.6,3.69,5.15,-1.46,2.92E-05,0.000674
5384,chrX,12946366,12947221,856,*,6.87,6.36,7.25,-0.9,2.92E-05,0.000674
5385,chr14,67428434,67428934,501,*,5.04,4.27,5.53,-1.26,2.93E-05,0.000675
5386,chr3,38174374,38174874,501,*,4.95,4.11,5.47,-1.36,2.94E-05,0.000676
5387,chr8,98927069,98927569,501,*,5.22,4.5,5.69,-1.19,2.94E-05,0.000677
5388,chr12,7935958,7936458,501,*,6.96,6.49,7.31,-0.82,2.95E-05,0.000679
5390,chr4,185782464,185782964,501,*,3.92,2.69,4.58,-1.89,2.95E-05,0.00068
5391,chr5,107470115,107470615,501,*,5.6,4.94,6.05,-1.11,2.95E-05,0.00068
5392,chr20,44540773,44541273,501,*,5.95,5.36,6.36,-1,2.96E-05,0.000681
5393,chr10,11849210,11849710,501,*,4.92,4.14,5.42,-1.28,2.96E-05,0.000681
5395,chr14,65353074,65353574,501,*,4.99,4.23,5.48,-1.26,2.97E-05,0.000683
5396,chr7,32501493,32501993,501,*,5.13,4.39,5.62,-1.23,2.97E-05,0.000683
5397,chr20,43911049,43911549,501,*,6.24,5.71,6.63,-0.92,2.98E-05,0.000685
5398,chr2,176614034,176614534,501,*,4.22,3.02,4.86,-1.84,2.98E-05,0.000685
5399,chr2,62501715,62502215,501,*,5.22,4.43,5.73,-1.3,2.99E-05,0.000687
5400,chr3,56323925,56324425,501,*,4.93,4.13,5.44,-1.31,2.99E-05,0.000687
5401,chr3,45079007,45079507,501,*,6.23,5.7,6.62,-0.92,2.99E-05,0.000687
5402,chr11,135069843,135070343,501,*,6.86,6.38,7.22,-0.84,3.00E-05,0.000688
5403,chr6,148501076,148501576,501,*,5.31,4.62,5.78,-1.16,3.00E-05,0.000689
5404,chr6,30263662,30264162,501,*,6.09,5.54,6.49,-0.95,3.00E-05,0.000689
5405,chr7,23293629,23294129,501,*,5.64,5.02,6.06,-1.04,3.00E-05,0.00069
5406,chr4,98801528,98802028,501,*,5.02,4.21,5.54,-1.33,3.00E-05,0.00069
5407,chr2,207791447,207791947,501,*,4.32,3.17,4.96,-1.78,3.01E-05,0.000691
5408,chr9,69085905,69086405,501,*,4.65,3.72,5.21,-1.49,3.01E-05,0.000691
5409,chr2,85699260,85699760,501,*,5.46,4.83,5.9,-1.07,3.01E-05,0.000691
5410,chr7,99368723,99369223,501,*,6.38,5.86,6.75,-0.89,3.01E-05,0.000691
5411,chr2,178074752,178075252,501,*,5.25,4.56,5.72,-1.15,3.01E-05,0.000691
5412,chr20,1280367,1280867,501,*,5.74,5.13,6.17,-1.04,3.02E-05,0.000692
5413,chr13,42985796,42986296,501,*,5.23,4.53,5.7,-1.17,3.02E-05,0.000692
5414,chr5,115612128,115612628,501,*,3.94,2.57,4.63,-2.06,3.02E-05,0.000693
5415,chr2,46867454,46868304,851,*,5.8,5.17,6.24,-1.08,3.02E-05,0.000693
5416,chr12,119178429,119178929,501,*,7.62,7.2,7.94,-0.74,3.02E-05,0.000693
5417,chr13,98443367,98443867,501,*,7.08,6.59,7.44,-0.84,3.03E-05,0.000694
5418,chr8,138664354,138664854,501,*,5.51,4.87,5.95,-1.08,3.03E-05,0.000694
5419,chr1,43206694,43207194,501,*,8.85,8.44,9.17,-0.74,3.03E-05,0.000695
5420,chr10,110437742,110438242,501,*,5.07,4.25,5.59,-1.33,3.03E-05,0.000695
5421,chr16,88242434,88242934,501,*,6.58,6.01,6.99,-0.98,3.04E-05,0.000695
5422,chr6,157849683,157850183,501,*,5.61,4.98,6.05,-1.07,3.04E-05,0.000696
5423,chr9,89718101,89718601,501,*,5.39,4.59,5.9,-1.31,3.04E-05,0.000696
5424,chr5,153489551,153490051,501,*,4.9,4.12,5.41,-1.29,3.04E-05,0.000696
5425,chr20,17533348,17533848,501,*,5.93,5.32,6.36,-1.04,3.05E-05,0.000698
5426,chr12,7909979,7910479,501,*,6.74,6.26,7.1,-0.84,3.05E-05,0.000698
5427,chr13,106619849,106620349,501,*,6.34,5.82,6.72,-0.9,3.05E-05,0.000698
5429,chr5,142191635,142192409,775,*,5.06,4.25,5.58,-1.33,3.05E-05,0.000698
5430,chr20,33305684,33306184,501,*,5.92,5.28,6.37,-1.09,3.06E-05,0.000699
5431,chr10,80498714,80499214,501,*,7.08,6.53,7.48,-0.94,3.06E-05,0.000699
5433,chr11,35282435,35282935,501,*,4.62,3.73,5.17,-1.44,3.07E-05,0.000701
5434,chr15,100712182,100712682,501,*,6.34,5.85,6.7,-0.85,3.07E-05,0.000702
5435,chr15,67937125,67937625,501,*,6.32,5.71,6.74,-1.03,3.07E-05,0.000702
5436,chr2,234919656,234920156,501,*,5.37,4.66,5.84,-1.19,3.07E-05,0.000702
5437,chr2,238684374,238684874,501,*,4.6,3.63,5.17,-1.54,3.07E-05,0.000702
5438,chr11,94034221,94034721,501,*,7.77,7.33,8.11,-0.78,3.08E-05,0.000703
5439,chr2,72115865,72116365,501,*,6.42,5.95,6.78,-0.84,3.08E-05,0.000703
5440,chr1,9163101,9163601,501,*,6.34,5.82,6.73,-0.91,3.08E-05,0.000703
5441,chr17,62792045,62792545,501,*,5.53,4.87,5.98,-1.11,3.09E-05,0.000704
5442,chr11,34251536,34252036,501,*,6.51,6.02,6.87,-0.85,3.09E-05,0.000705
5443,chr2,28710692,28711192,501,*,5.1,4.39,5.58,-1.18,3.09E-05,0.000705
5444,chr12,56593938,56594438,501,*,7.65,7.18,8,-0.82,3.10E-05,0.000706
5445,chr1,206416215,206416715,501,*,4.9,4.08,5.42,-1.34,3.10E-05,0.000707
5446,chr8,11891015,11891515,501,*,4.24,3.2,4.83,-1.63,3.10E-05,0.000707
5447,chr6,26140201,26140701,501,*,4.59,3.64,5.15,-1.51,3.10E-05,0.000708
5448,chr1,207034945,207035445,501,*,6.17,5.62,6.56,-0.94,3.11E-05,0.000709
5449,chrX,149962836,149963336,501,*,6.5,6,6.86,-0.86,3.11E-05,0.000709
5450,chr1,172399290,172399790,501,*,4.2,3.12,4.81,-1.68,3.12E-05,0.000711
5451,chr6,15431629,15432129,501,*,5.42,4.75,5.88,-1.13,3.13E-05,0.000712
5452,chr13,23714968,23715468,501,*,5.75,5.16,6.17,-1.01,3.13E-05,0.000712
5453,chr2,221997096,221997596,501,*,5.84,5.18,6.29,-1.11,3.13E-05,0.000712
5454,chr3,111903083,111903583,501,*,6.95,6.46,7.32,-0.86,3.13E-05,0.000713
5455,chr22,27686493,27686993,501,*,5.74,5.13,6.17,-1.04,3.14E-05,0.000714
5456,chr5,136066796,136067296,501,*,7.22,6.71,7.59,-0.88,3.14E-05,0.000715
5457,chr8,29969895,29970395,501,*,6.41,5.84,6.82,-0.98,3.14E-05,0.000715
5458,chrX,48590727,48591227,501,*,5.55,4.89,6,-1.11,3.14E-05,0.000715
5459,chr5,119439216,119439716,501,*,7.13,6.67,7.47,-0.8,3.14E-05,0.000715
5460,chr3,142976553,142977053,501,*,6.48,5.97,6.86,-0.89,3.15E-05,0.000715
5461,chr11,117096406,117096906,501,*,5.97,5.44,6.36,-0.92,3.15E-05,0.000716
5462,chr7,149690749,149691249,501,*,7.42,6.87,7.81,-0.95,3.16E-05,0.000717
5463,chr17,56728104,56728604,501,*,7.24,6.82,7.56,-0.74,3.16E-05,0.000718
5464,chr12,12693106,12693606,501,*,6.91,6.38,7.29,-0.9,3.16E-05,0.000718
5465,chr22,24996413,24996913,501,*,7.44,6.93,7.81,-0.88,3.16E-05,0.000718
5466,chr6,157728249,157728749,501,*,6.6,6.07,6.99,-0.91,3.16E-05,0.000718
5467,chrX,130008855,130009355,501,*,4.99,4.25,5.48,-1.23,3.16E-05,0.000718
5468,chr4,30757316,30757816,501,*,4.24,3.14,4.85,-1.71,3.16E-05,0.000718
5469,chr8,129999050,129999550,501,*,5.41,4.75,5.86,-1.11,3.17E-05,0.000719
5470,chr9,88399923,88400423,501,*,5.59,4.9,6.06,-1.16,3.17E-05,0.00072
5471,chr10,120608187,120608687,501,*,4.81,3.97,5.34,-1.37,3.18E-05,0.000721
5472,chr19,1752173,1752673,501,*,5.53,4.86,5.98,-1.13,3.18E-05,0.000722
5474,chr15,25783490,25783990,501,*,5.3,4.6,5.76,-1.16,3.19E-05,0.000723
5475,chr1,203996082,203996582,501,*,5.49,4.81,5.95,-1.14,3.19E-05,0.000723
5476,chr3,47113951,47114451,501,*,4.38,3.3,4.99,-1.69,3.20E-05,0.000725
5477,chr17,34620377,34620877,501,*,5.25,4.54,5.72,-1.18,3.20E-05,0.000725
5478,chr3,127074906,127075406,501,*,8.19,7.71,8.55,-0.85,3.20E-05,0.000725
5480,chr8,128258496,128258996,501,*,6.51,6.01,6.89,-0.87,3.21E-05,0.000727
5481,chr13,23445769,23446269,501,*,5.44,4.75,5.91,-1.16,3.21E-05,0.000727
5482,chr2,171415963,171416463,501,*,6.93,6.38,7.32,-0.94,3.21E-05,0.000727
5483,chr20,10093147,10093647,501,*,4.74,3.75,5.32,-1.57,3.22E-05,0.000728
5484,chr5,172757967,172758467,501,*,5.49,4.82,5.95,-1.13,3.22E-05,0.000728
5485,chr7,17274485,17274985,501,*,5.19,4.47,5.67,-1.2,3.22E-05,0.000729
5486,chr3,125433661,125434161,501,*,5.01,4.17,5.54,-1.37,3.22E-05,0.000729
5487,chr8,130134838,130135338,501,*,4.08,2.8,4.74,-1.94,3.23E-05,0.000731
5488,chr1,203425275,203425775,501,*,5.32,4.59,5.81,-1.22,3.23E-05,0.000731
5489,chr1,237863219,237863719,501,*,5.07,4.27,5.58,-1.32,3.23E-05,0.000731
5490,chr13,102604912,102605412,501,*,4.42,3.16,5.08,-1.92,3.23E-05,0.000731
5491,chr2,109647735,109648235,501,*,5.45,4.78,5.9,-1.13,3.23E-05,0.000731
5492,chr6,158772781,158773281,501,*,5.28,4.6,5.74,-1.14,3.24E-05,0.000732
5493,chr1,43843998,43844498,501,*,4.31,3.31,4.9,-1.59,3.24E-05,0.000732
5494,chr15,70127275,70128214,940,*,7.04,6.61,7.38,-0.77,3.24E-05,0.000733
5495,chr15,67116607,67117107,501,*,5.08,4.26,5.6,-1.34,3.25E-05,0.000734
5496,chr6,36727498,36727998,501,*,6.57,6.05,6.95,-0.9,3.25E-05,0.000735
5497,chr14,68360025,68360525,501,*,5.17,4.41,5.67,-1.26,3.26E-05,0.000736
5498,chr16,73196652,73197152,501,*,7.65,7.19,8,-0.81,3.26E-05,0.000736
5499,chr10,98664273,98664773,501,*,5.08,4.32,5.57,-1.25,3.26E-05,0.000736
5500,chr11,15665514,15666014,501,*,6.87,6.29,7.28,-0.99,3.26E-05,0.000737
5501,chr7,22561788,22562288,501,*,5.46,4.82,5.9,-1.08,3.26E-05,0.000737
5502,chr4,52884913,52885413,501,*,5.27,4.47,5.79,-1.31,3.26E-05,0.000737
5503,chr16,72847156,72847656,501,*,5,4.21,5.51,-1.3,3.27E-05,0.000737
5504,chr1,28112810,28113310,501,*,5.67,5.01,6.11,-1.1,3.27E-05,0.000737
5506,chr17,17363449,17363949,501,*,6.23,5.72,6.61,-0.89,3.27E-05,0.000737
5507,chr15,85482931,85483431,501,*,4.23,3.19,4.82,-1.64,3.27E-05,0.000738
5508,chr8,142952074,142952574,501,*,7.04,6.58,7.4,-0.82,3.27E-05,0.000738
5510,chr3,10757264,10757764,501,*,5.02,4.26,5.52,-1.26,3.28E-05,0.000739
5511,chr7,105857220,105857720,501,*,6.39,5.87,6.77,-0.9,3.28E-05,0.000739
5513,chr5,178854269,178854769,501,*,4.77,3.86,5.33,-1.48,3.30E-05,0.000742
5514,chr2,158359781,158360281,501,*,5.68,5.04,6.12,-1.08,3.30E-05,0.000742
5515,chr16,29699461,29699961,501,*,4.76,3.88,5.3,-1.42,3.30E-05,0.000742
5516,chr3,194714459,194715431,973,*,6.34,5.81,6.73,-0.92,3.30E-05,0.000743
5517,chr2,63614435,63614935,501,*,5.18,4.47,5.66,-1.19,3.30E-05,0.000743
5518,chr4,5982420,5982920,501,*,4.63,3.73,5.17,-1.44,3.30E-05,0.000743
5519,chr8,127878611,127879484,874,*,7.41,7.02,7.73,-0.71,3.30E-05,0.000743
5520,chr19,38644701,38645201,501,*,6.91,6.47,7.25,-0.78,3.31E-05,0.000743
5521,chr15,58228172,58229079,908,*,4.7,3.83,5.23,-1.4,3.32E-05,0.000746
5522,chr3,139718358,139718858,501,*,5.85,5.27,6.26,-0.99,3.32E-05,0.000746
5523,chr10,114648359,114648859,501,*,5.52,4.88,5.96,-1.08,3.32E-05,0.000746
5524,chr20,63134198,63134698,501,*,6.55,6.06,6.92,-0.86,3.32E-05,0.000747
5525,chr12,93785226,93785726,501,*,6.43,5.93,6.8,-0.87,3.33E-05,0.000747
5526,chr20,34190571,34191071,501,*,7.28,6.8,7.64,-0.84,3.33E-05,0.000747
5527,chr2,27992932,27993432,501,*,4.39,3.36,4.98,-1.62,3.33E-05,0.000749
5528,chr12,7982213,7982713,501,*,7.23,6.76,7.58,-0.82,3.34E-05,0.000749
5529,chr11,132054757,132055537,781,*,6.13,5.62,6.51,-0.89,3.34E-05,0.00075
5531,chr13,105919064,105919564,501,*,7.7,7.24,8.05,-0.81,3.35E-05,0.000751
5532,chr8,126499764,126500264,501,*,4.51,3.48,5.1,-1.62,3.35E-05,0.000751
5533,chr7,56270166,56270666,501,*,5.4,4.7,5.87,-1.16,3.35E-05,0.000751
5534,chr11,72471226,72471726,501,*,6.69,6.2,7.06,-0.87,3.35E-05,0.000752
5535,chr11,75543645,75544145,501,*,5.92,5.3,6.36,-1.06,3.35E-05,0.000752
5536,chr13,23743187,23743687,501,*,7.05,6.55,7.42,-0.86,3.35E-05,0.000752
5537,chr6,134080113,134080613,501,*,6.39,5.83,6.8,-0.97,3.36E-05,0.000753
5538,chr6,32819639,32820139,501,*,4.85,3.83,5.44,-1.61,3.36E-05,0.000753
5539,chrX,72280396,72280896,501,*,4.98,4.19,5.49,-1.3,3.36E-05,0.000753
5540,chr9,105053077,105053577,501,*,4.69,3.84,5.22,-1.38,3.36E-05,0.000754
5541,chr2,172416186,172416686,501,*,4.63,3.72,5.18,-1.46,3.37E-05,0.000754
5542,chr3,149784166,149784666,501,*,4.73,3.76,5.3,-1.54,3.38E-05,0.000756
5543,chr1,37576520,37577020,501,*,4.02,2.66,4.71,-2.05,3.38E-05,0.000756
5546,chr12,115000013,115000513,501,*,5.08,4.28,5.59,-1.31,3.39E-05,0.000758
5547,chr10,90947413,90947913,501,*,5.09,4.33,5.59,-1.25,3.40E-05,0.00076
5548,chr13,35891842,35892342,501,*,4.68,3.83,5.22,-1.39,3.40E-05,0.000761
5549,chr11,19499241,19499741,501,*,6.12,5.56,6.53,-0.96,3.41E-05,0.000764
5550,chr13,31051953,31052453,501,*,5.92,5.35,6.33,-0.98,3.42E-05,0.000765
5551,chr3,15325149,15325649,501,*,5.75,5.17,6.17,-1,3.42E-05,0.000765
5552,chr22,42930724,42931224,501,*,5.7,5.09,6.13,-1.04,3.42E-05,0.000765
5553,chr5,74017862,74018362,501,*,5.36,4.69,5.82,-1.13,3.42E-05,0.000766
5554,chr7,55699060,55699560,501,*,8.08,7.61,8.43,-0.82,3.43E-05,0.000766
5555,chr9,124665405,124665905,501,*,4.36,3.35,4.95,-1.59,3.43E-05,0.000767
5556,chr20,56703268,56703768,501,*,6.21,5.66,6.6,-0.94,3.43E-05,0.000767
5557,chr3,149300082,149300582,501,*,5.94,5.36,6.34,-0.98,3.43E-05,0.000767
5558,chr14,75200302,75200802,501,*,4.6,3.59,5.19,-1.6,3.43E-05,0.000767
5559,chr13,109933494,109933994,501,*,5.04,4.26,5.54,-1.28,3.43E-05,0.000767
5561,chr2,54574147,54574647,501,*,5.64,5.02,6.07,-1.05,3.44E-05,0.000768
5562,chr8,60052558,60053058,501,*,3.99,2.62,4.68,-2.07,3.44E-05,0.000768
5563,chr12,44589688,44590188,501,*,4.28,3.23,4.89,-1.66,3.45E-05,0.000769
5565,chr1,47175231,47175731,501,*,6.35,5.86,6.72,-0.87,3.45E-05,0.000769
5566,chr9,71681920,71682420,501,*,5.47,4.8,5.92,-1.12,3.45E-05,0.000769
5569,chr11,13238735,13239669,935,*,6.06,5.48,6.48,-1,3.46E-05,0.00077
5570,chr2,234911275,234911775,501,*,4.09,3,4.7,-1.71,3.46E-05,0.000771
5571,chr19,35003263,35003763,501,*,5.78,5.16,6.21,-1.05,3.46E-05,0.000771
5572,chr11,12076352,12076852,501,*,6.35,5.83,6.74,-0.91,3.47E-05,0.000773
5574,chr9,89528503,89529003,501,*,6.2,5.7,6.57,-0.87,3.47E-05,0.000773
5575,chr22,40239013,40239513,501,*,5.26,4.51,5.75,-1.24,3.48E-05,0.000774
5576,chr7,142001440,142001940,501,*,4.56,3.65,5.12,-1.47,3.48E-05,0.000774
5577,chr5,33049742,33050242,501,*,5.57,4.96,6,-1.04,3.49E-05,0.000776
5578,chr7,101411124,101411624,501,*,7.83,7.42,8.15,-0.72,3.49E-05,0.000777
5579,chr4,30717178,30717678,501,*,5.9,5.26,6.34,-1.08,3.50E-05,0.000778
5580,chr15,71761628,71762128,501,*,4.46,3.29,5.1,-1.81,3.50E-05,0.000778
5581,chr9,129487099,129487599,501,*,7.13,6.7,7.46,-0.76,3.50E-05,0.000778
5582,chr20,46368398,46368898,501,*,6.29,5.76,6.67,-0.91,3.50E-05,0.000778
5583,chr10,98314488,98314988,501,*,5.25,4.54,5.72,-1.18,3.50E-05,0.000778
5584,chr7,99432112,99432612,501,*,5.65,5.06,6.06,-1,3.50E-05,0.000778
5585,chr11,69854661,69855161,501,*,5.62,4.99,6.06,-1.08,3.50E-05,0.000778
5587,chr7,157845169,157845669,501,*,5.11,4.28,5.64,-1.37,3.51E-05,0.000779
5588,chr2,231017247,231017747,501,*,6.6,6.13,6.95,-0.82,3.51E-05,0.000779
5589,chr11,119800056,119800556,501,*,5.17,4.44,5.65,-1.2,3.51E-05,0.00078
5590,chr8,47610131,47610631,501,*,5.56,4.87,6.03,-1.16,3.51E-05,0.00078
5591,chr1,183272256,183272756,501,*,7.92,7.5,8.24,-0.75,3.51E-05,0.00078
5592,chr6,16197215,16197715,501,*,4.12,2.92,4.76,-1.85,3.51E-05,0.00078
5593,chr1,109786526,109787026,501,*,5.96,5.39,6.37,-0.99,3.51E-05,0.00078
5594,chr18,23924766,23925266,501,*,5.45,4.74,5.92,-1.17,3.52E-05,0.00078
5595,chr4,74109475,74110272,798,*,6.57,6.05,6.95,-0.9,3.52E-05,0.00078
5596,chr5,124678511,124679011,501,*,4.99,4.22,5.49,-1.27,3.52E-05,0.000781
5597,chr4,188242065,188242565,501,*,4.86,4,5.39,-1.39,3.52E-05,0.000781
5598,chr11,102225801,102226301,501,*,5.13,4.41,5.61,-1.2,3.52E-05,0.000781
5599,chr20,40930544,40931044,501,*,5.04,4.28,5.54,-1.26,3.52E-05,0.000781
5600,chr6,35725983,35726483,501,*,6.23,5.72,6.61,-0.89,3.53E-05,0.000782
5601,chrX,150032666,150033166,501,*,4.62,3.57,5.22,-1.65,3.53E-05,0.000782
5602,chr5,133838624,133839124,501,*,4.15,2.89,4.81,-1.91,3.53E-05,0.000782
5603,chr7,6266825,6267325,501,*,5.37,4.64,5.86,-1.22,3.54E-05,0.000784
5604,chr12,1688230,1688730,501,*,4.69,3.85,5.21,-1.36,3.54E-05,0.000784
